Unnamed: 0,interpret_hlavni,track,youtube,delka
79293,Corinne Bailey Rae,Put Your Records On,https://www.youtube.com/watch?v=oWQl00LWEwE,244.784
85748,Wham!,Last Christmas,https://www.youtube.com/watch?v=E8gmARGvPlI,278.43
104104,Adele,Set Fire To The Rain,http://www.youtube.com/watch?v=FlsBObg-1BQ,
105301,Václav Neckář,Půlnoční,https://www.youtube.com/watch?v=45mbYID0ec4,245.133
106048,Janek Ledecký,Sliby se maj plnit o Vánocích,https://www.youtube.com/watch?v=YLbgajaQ_U8,246.131
107227,Calvin Harris,Feel So Close,http://www.youtube.com/watch?v=dGghkjpNCQ8,246.294
110098,Rihanna,Diamonds,http://www.youtube.com/watch?v=lWA2pjMjpBs,282.958
112047,P!Nk,Just Give Me A Reason,http://www.youtube.com/watch?v=OpQFFLBMEPI,242.555
112295,James Arthur,Impossible,http://www.youtube.com/watch?v=lJqbaGloVxg,
112611,Macklemore,Can´t Hold Us,http://www.youtube.com/watch?v=2zNSgSzhBfM,423.508
112723,Imagine Dragons,Radioactive,http://www.youtube.com/watch?v=ktvTqknDobU,261.131
112824,Rudimental,Waiting All Night,http://www.youtube.com/watch?v=M97vR2V4vTs,315.118
112980,Daft Punk,Get Lucky,http://www.youtube.com/watch?v=5NV6Rdv1a3I,248.685
113804,Avicii,Wake Me Up,http://www.youtube.com/watch?v=IcrbM1l_BoI,272.555
114017,John Newman,Love Me Again,http://www.youtube.com/watch?v=CfihYWRWRTQ,235.264
114142,Ellie Goulding,Burn,http://www.youtube.com/watch?v=CGyEd0aKWZE&feature=youtu.be,238.283
114234,Kryštof,Cesta,www.youtube.com/watch?v=pX1eKLsmDmw,
114319,Onerepublic,Counting Stars,http://www.youtube.com/watch?v=hT_nvWreIhg,283.144
114507,Katy Perry,Roar,http://www.youtube.com/watch?v=CevxZvSJLk8,269.258
114723,Zagorová,Můj čas,https://www.youtube.com/playlist?list=PLyKTBrZTngWBPm81bTjuF2uPMXjp7WL0T,
114910,Lorde,Royals,http://www.youtube.com/watch?v=LFasFq4GJYM,242.694
114943,Miley Cyrus,Wrecking Ball,http://www.youtube.com/watch?v=My2FRPA3Gf8,221.309
115316,Imagine Dragons,Demons,http://www.youtube.com/watch?v=mWRsgZuwf_8,236.239
115511,Pitbull,Timber,http://www.youtube.com/watch?v=zHESy8XsJPs&feature=youtu.be,205.705
115548,Avicii,Hey Brother,http://www.youtube.com/watch?v=YxIiPLVR6NA,258.809
115633,Eminem,THE Monster,http://www.youtube.com/watch?v=EHkozMIXZ8w,318.531
115821,Milky Chance,Stolen Dance,http://www.youtube.com/watch?v=c_CWL8gNQTg,
115911,Atmo Music,Andělé,http://www.youtube.com/watch?v=pxxww2O6I_k,203.824
116024,Calvin Harris,Under Control,http://www.youtube.com/watch?v=yZqmarGShxg,210.442
116295,Pharrell Williams,Happy,https://www.youtube.com/watch?v=y6Sxv-sUYtM,246.99
116344,Martin Garrix,Animals,http://www.youtube.com/watch?v=gCYcHz2k5x0,191.611
116345,Klingande,Jubel,http://www.youtube.com/watch?v=b6vSf0cA9qY,209.049
116412,Sam Smith,Money On My Mind,http://www.youtube.com/watch?v=K0G9T5Bnjlc,212.183
116521,Bastille,Of The Night,https://www.youtube.com/watch?v=ZCTDKLjdok4,230.992
116580,Xindl X,Barbína,http://www.youtube.com/watch?v=wiO352j9aug,259.32
116582,Faul,Changes,http://www.youtube.com/watch?v=Cj25UpcBDt0&feature=youtu.be,204.126
116645,Shakira,Can't Remember to Forget You,http://www.youtube.com/watch?v=o3mP3mJDL2k,205.96
116796,Chinaski,Hlavolam,http://www.youtube.com/watch?v=pEWH358dEvI,269.305
116925,Katy Perry,Dark Horse,https://www.youtube.com/watch?v=0KSOMA3QBU0,225.094
117014,Tomáš Klus,Napojen,http://www.youtube.com/watch?v=u980iDM7raA,239.42
117035,Avicii,Addicted To You,http://www.youtube.com/watch?v=Qc9c12q3mrc&feature=youtu.be,203.406
117047,Clean Bandit,Rather Be,https://www.youtube.com/watch?v=m-M1AtrxztU,268.469
117137,David Guetta,Shot Me Down,http://www.youtube.com/watch?v=yV3os0MoXIo,
117430,Chainsmokers,#SELFIE,http://www.youtube.com/watch?v=kdemFfbS5H0,223.863
117521,Mr. Probz,Waves,http://www.youtube.com/watch?v=6MH9qWemtPo&feature=youtu.be,
117724,Coldplay,Magic,http://www.youtube.com/watch?v=1PvBc2TOpE4&feature=youtu.be,285.094
117738,Calvin Harris,Summer,https://www.youtube.com/watch?v=McEoTIqoRKk&feature=youtu.be,222.098
118015,Lipo,Kruhy,http://www.youtube.com/watch?v=_uLJzeLTR7Q,253.051
118148,Ed Sheeran,Sing,http://www.youtube.com/watch?v=tlYcUqEPN58,269.908
118220,David Guetta,Bad,www.youtube.com/watch?v=oC-GflRB0y4,170.689
118225,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World,http://www.youtube.com/watch?v=9W3sWiZ-iO8,226.069
118229,Bakermat,One Day,http://www.youtube.com/watch?v=yzCWGGG2gQc,322.339
118238,Michal Hrůza,Zakázané uvolnění,http://www.youtube.com/watch?v=Cr7gT64eZGc,217.71
118395,Tomáš Klus,"Když si tě, dívko, představim",http://www.3bratri.cz/videoklip/,
118417,Xindl X,V blbým věku,http://www.youtube.com/watch?v=MfUGPsssytQ,261.688
118522,Ondray,Heart It Tonight,http://www.youtube.com/watch?v=rF6ygjbW2Z8,210.094
118544,Gisele,Heart of Glass,http://www.youtube.com/watch?v=OVSzCJVlxzI,108.576
118546,Shakira,Dare (La la la),http://www.youtube.com/watch?v=MgTw_aYbIpQ,
118635,Kiesza,Hideaway,http://www.youtube.com/watch?v=ESXgJ9-H-2U,274.947
118639,Sam Smith,Stay With Me,https://www.youtube.com/watch?v=pB-5XG-DbAA,209.908
118643,Jason Derulo,Wiggle,http://www.youtube.com/watch?v=hiP14ED28CA,223.863
118700,Paramore,Ain't It Fun,http://www.youtube.com/watch?v=EFEmTsfFL5A,227.95
118705,Magic!,Rude,http://www.youtube.com/watch?v=PIh2xe4jnpk,225.442
118711,Iggy Azalea,Fancy,http://www.youtube.com/watch?v=O-zpOMYRi0w,200.434
118725,Enrique Iglesias,Bailando,http://www.youtube.com/watch?v=IJihBuoEhDk,243.159
118729,David Deyl,Souhvězdí,https://www.youtube.com/watch?v=kh_wtzP_kJ8,248.778
118746,Rita Ora,I Will Never Let You Down,http://www.youtube.com/watch?v=50GQjUZ4P3M,207.725
118749,Ondřej Brzobohatý,Spolu,http://www.youtube.com/watch?v=Wgt9Ffz-1io,141.432
118797,Michael Jackson Ft. Justin Timberlake,Love Never Felt So Good,http://www.youtube.com/watch?v=oG08ukJPtR8,247.083
118808,Crossband,Rozhodčí,https://www.youtube.com/watch?v=A__CA01niRA,294.289
118818,Onerepublic,Love Runs Out,https://www.youtube.com/watch?v=sE5WscjdNZs,224.397
118822,Inna,Cola Song,http://www.youtube.com/watch?v=Yz2658gzOuM,200.295
118847,Mighty Oaks,Brother,http://www.youtube.com/watch?v=wqzlJb7hTsc&list=PL9iTEH8DZYw3nJh7Q4s0KtECj8zC8LfFz,196.208
118920,Doctor P.P.,"Nebe, peklo, ráj",https://www.youtube.com/user/doctorppcz,
118923,Mamba Dasha,Goodbye Boy,https://www.youtube.com/watch?v=2ExNwtCI_ok,274.901
118948,Atmo Music,Polety,http://www.youtube.com/watch?v=A6QCa5MuniY,215.341
118996,Lilly Wood,Prayer in C,https://www.youtube.com/watch?v=fiore9Z5iUg,193.631
119011,Jelen,Magdaléna,http://www.youtube.com/watch?v=rySE52FL46M,209.072
119027,Sia,Chandlier,http://www.youtube.com/watch?v=2vjPBrBU-TM,231.363
119031,Tiësto,Wasted,http://www.youtube.com/watch?v=AmEIemQfk34,200.434
119040,Disclosure,Latch,http://www.youtube.com/watch?v=93ASUImTedo,257.091
119043,Elena,Mamma Mia (He's Italiano),http://www.youtube.com/watch?v=iLZR7tihHbk,222.702
119121,Eddie Stoilow,Believe,http://www.youtube.com/watch?v=rCUosA2boyo,
119234,Maroon 5,Maps,https://www.youtube.com/watch?v=iC0Gj-_vp4U,15.092
119240,Alle Farben,She Moves (Far Away),http://www.youtube.com/watch?v=HC1MmjPu3Xo,181.905
119322,David Guetta,Lovers On The Sun,http://www.youtube.com/watch?v=EpbjEttizy8,203.824
119327,Bingo Players,Knock You Out,https://www.youtube.com/watch?v=lQORzS65b_o,
119344,Charli Xcx,Boom Clap,http://youtu.be/AOPMlIIg_38,
119485,Linkin Park,Until It's Gone,http://www.youtube.com/watch?v=Nym1P-BO_ws,220.566
119512,Ben Cristovao,Sweet Chilli,http://www.youtube.com/watch?v=cVs5XBsQZew,238.794
119524,Pharrell Williams,Come Get It Bae,https://www.youtube.com/watch?v=UfGMj10wOzg,208.84
119526,Katy Perry,This Is How We Do,http://www.youtube.com/watch?v=r_qITmZjzPU,
119530,O5,Vloupám se,http://www.youtube.com/watch?v=QXorVwOlGp0,244.459
119548,Example,One More Day (Stay With Me),http://www.youtube.com/watch?v=E-bYftKKIQA,274.993
119617,Aquababes,Neříkej mi baby,https://www.youtube.com/watch?v=34aBp_W6aQg,191.332
119622,Marlon Roudette,When The Beat Drops Out,https://www.youtube.com/watch?v=BLRgaU9uUnA,222.958
119624,Verona,Nech si zdát,https://www.youtube.com/watch?v=8UYnOHuIvAg,175.914
119634,Avicii,Lay Me Down,http://www.youtube.com/watch?v=ISiGtxsN5d0,222.075
119646,Linkin Park,Final Masquerade,http://www.youtube.com/watch?v=1wF1sgXqF90,217.687
119691,Meghan Trainor,All About That Bass,https://www.youtube.com/watch?v=7PCkvCPvDXk,189.962
119703,Rybičky 48,Vážené dámy,http://www.youtube.com/watch?v=LcEYpd6MMZg,238.585
119712,Ella Henderson,Ghost,https://www.youtube.com/watch?v=tA8AfQaUnXM,237.331
119715,Nika Karch,Rieka,http://www.youtube.com/watch?v=yE4ulDkDUgw,220.868
119721,Becky G,Shower,https://www.youtube.com/watch?v=oF8efZmoGZE,208.329
119722,David Ross,No,https://www.youtube.com/watch?v=RIXRe0l7QF4,
119724,Ed Sheeran,Don´t,https://www.youtube.com/watch?v=3TqGEbROFd4,216.99
119726,Troye Sivan,Happy Little Pill,https://www.youtube.com/watch?v=eXeKoGx9zoM,222.958
119741,Taylor Swift,Shake It Off,https://www.youtube.com/watch?v=nfWlot6h_JM,241.719
119813,5 Seconds Of Summer,Amnesia,https://www.youtube.com/watch?v=DCCJCILiX3o,252.725
119821,"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,http://www.youtube.com/watch?v=YswhUHH6Ufc&feature=youtu.be,197.183
119822,Demi Lovato,Really Don’t Care,http://www.youtube.com/watch?v=OJGUbwVMBeA,227.601
119823,Krewella,Enjoy The Ride,https://www.youtube.com/watch?v=97xnWVZYq_Q,290.063
119826,Ariana Grande,Break Free,http://www.youtube.com/watch?v=XKmZ1SqzRwY,
119842,- Universal Music,XXXX,https://www.youtube.com/watch?v=FBUJiUCWiz8,222.725
119843,J-Art,Keep on Fightin',https://www.youtube.com/watch?v=MNmBenRQa4s,194.954
119848,Martin Tungevaag,Wicked Wonderland,http://www.youtube.com/watch?v=egtI2xqg75E,207.168
119849,Oliver Heldens,Gecko,https://www.youtube.com/watch?v=kcZMCMI24gs,221.309
119902,Tony Bennett,Anything Goes,http://www.youtube.com/watch?v=Fg1meK-IgOM,122.74
119916,Calvin Harris,Blame,http://www.youtube.com/watch?v=HJb0VYVtaNc,211.139
119922,Celeste Buckingham,Love In Your Soul,http://www.youtube.com/watch?v=Bd0A0BPtfOU,224.978
119927,Script,Superheroes,https://www.youtube.com/watch?v=WIm1GgfRz6M,273.182
119932,Mig 21,Diskobůh,https://www.youtube.com/watch?v=-hj1-2qZ61Y,263.337
119949,Charli Xcx,Break The Rules,http://www.youtube.com/watch?v=ABhDiXbUaBE,205.891
120011,U2,THE Miracle (Of Joey Ramone),http://www.youtube.com/watch?v=-P6hZzospWo,
120049,Sigma,Changing,http://www.youtube.com/watch?v=oAeotgCHL3E,208.236
120129,Sam Smith,I’m Not The Only One,http://www.youtube.com/watch?v=nCkpzqqog4k,279.986
120232,Alesso,Heroes (we could be),http://www.youtube.com/watch?v=FBUJiUCWiz8,222.725
120234,Cobra Starship,Never Been In Love,http://www.youtube.com/watch?v=hXI9uqh-hNA,
120337,Shaun Baker,All I Ever,http://www.youtube.com/watch?v=_s_TCxv7UOE,181.974
120343,One Direction,Steal My Girl,http://www.youtube.com/watch?v=pYu8ZZYWneQ,
120345,Alicia Keys,We Are Here,http://www.youtube.com/watch?v=HrKmDgk8Edg,304.738
120391,Kateřina Brožová,Stopy života,http://www.youtube.com/watch?v=SNkq-9iA938,
120409,Fences,Arrows,http://www.youtube.com/watch?v=ph6fmk27grc,268.701
120415,Janek Ledecký,Všichni dobří andělé,http://bit.ly/WadAm8,
120513,Xindl X,Čecháček a totáček,http://www.youtube.com/watch?v=ko8NsZtqw38,311.611
120527,Slza,Lhůta záruční,https://www.youtube.com/watch?v=gNpJu_yzZmU,210.93
120604,Avicii,The Days,http://www.youtube.com/watch?v=JDglMK9sgIQ,247.199
120617,Maroon 5,Animals,https://www.youtube.com/watch?v=7BJ3ZXpserc,229.645
120648,Fall Out Boy,Centuries,http://www.youtube.com/watch?v=sCbS-TLEoRA,231.317
120690,Robin Schulz,Sun Goes Down,http://www.youtube.com/watch?v=hMbr3KQHpnU,
120730,Fergie,L.A.Love (La La),http://www.youtube.com/watch?v=XqFJ8_u-M38,
120742,Olly Murs,Wrapped Up,http://www.youtube.com/results?search_query=olly+murs+,
120793,Jeremih,Don't Tell 'Em,http://www.youtube.com/watch?v=9ycBvqm9LFQ,
120802,Avener,Fade Out Lines,https://www.youtube.com/watch?v=6CJrUJVtV-E,283.051
120805,Lake Malawi,Chinese Trees,https://www.youtube.com/watch?v=p8WbcPsMkEw,208.05
120813,Jelen,Co bylo dál?,http://www.youtube.com/watch?v=xWCBGmLP9R8&feature=youtu.be,216.084
120843,Taylor Swift,Blank Space,https://www.youtube.com/watch?v=e-ORhEE9VVg,272.555
120846,Cocoman,Stoupám,http://www.youtube.com/watch?v=1NMG1yd4OTk,205.589
120847,Václav Neckář,Andělé strážní,http://www.youtube.com/watch?v=eQWeneJrdPw,262.617
120906,Calvin Harris,Outside,https://www.youtube.com/watch?v=MjEYCUJuh-g,226.185
120948,Kwabs,Walk,http://www.youtube.com/watch?v=TW9uj83Vq-0,220.659
121021,Crapfruit,From The New World,http://www.youtube.com/watch?v=oL3j-wZ30R0,211.162
121026,Selena Gomez,The Heart Wants What It Wants,https://www.youtube.com/watch?v=ij_0p_6qTss,275.342
121041,Aronchupa,I´m an Albatraoz,http://www.youtube.com/watch?v=DkaKR0H6klY,166.951
121042,Djane Housekat,Girls in Luv,https://www.youtube.com/watch?v=Qn4I4OuDCYA,251.054
121043,Ariana Grande,Love Me Harder,https://www.youtube.com/watch?v=DU4Rph1JTCE,
121088,Band Aid Ii.,Do They Know It´s Christmas?,https://www.youtube.com/watch?v=-I0j3VIfps4,265.055
121114,Atmo Music,Máma,https://www.youtube.com/watch?v=jUfy0gklZ1I,256.069
121120,Cheryl Cole,I Don't Care,http://www.youtube.com/watch?v=pAOHXSpE-v0,242.184
121123,Gwen Stefani,Baby Don't Lie,https://www.youtube.com/watch?v=PCSXh0f4ahc,202.106
121124,Nick Jonas,Jealous,http://www.youtube.com/watch?v=yw04QD1LaB0,222.632
121128,Lenny,All Of This,https://www.youtube.com/watch?v=OaF6wm1PkSk,175.31
121143,Clean Bandit,Real Love,https://www.youtube.com/watch?v=qdo_-U4PEsk,247.64
121145,U2,Every Breaking Wave,http://www.youtube.com/watch?v=wHmnmSf61JU,225.001
121146,Mark Ronson,Uptown Funk,http://www.youtube.com/watch?v=7Ya2U8XN_Zw,271.046
121214,Onerepublic,I Lived,http://www.youtube.com/watch?v=CB57GYkTSfA,90.372
121220,Meghan Trainor,Lips Are Movin,http://www.youtube.com/watch?v=yOIu78gsGOQ,183.53
121249,James Blunt,When I Find Love Again,http://www.youtube.com/watch?v=yEl5m8eELeI,193.05
121325,Imagine Dragons,I Bet My Life,http://www.youtube.com/watch?v=-QlqqhzLVFo,192.818
121421,Ed Sheeran,Make It Rain,https://www.youtube.com/watch?v=84rxoIqVJo0,
121425,Faul,Something New,https://www.youtube.com/watch?v=vXwCjiyH9zg,209.606
121441,Pitbull,Celebrate,https://www.youtube.com/watch?v=QqLs0CBNoSA,191.355
121449,Axwell,Something New,https://www.youtube.com/watch?v=fhFlO08OTsg,60.348
121535,Madonna,Living For Love,https://www.youtube.com/watch?v=gXCO5iGDmvs,
121546,Aneta Langerová,Svatá Kordula,http://www.youtube.com/watch?v=qreLKIDf0PI,251.982
121548,Chawki,It´s My Life (Don´t Worry),https://www.youtube.com/watch?v=htBZ80aWEcU,215.597
121576,Avicii,The Nights,https://www.youtube.com/watch?v=p_DVZucfa8U,
121596,Olly Murs,Up,https://www.youtube.com/watch?v=29GWMT0GB6s,224.931
